run,type,module,name,attrname,attrvalue,value
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,ccaThreshold,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,collectCollisionStatistics,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,allowTxDuringRx,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,typename,,,"""org.car2x.veins.modules.mac.ieee80211p.Mac1609_4"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,notAffectedByHostState,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,headerLength,,,0bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.mac1609_4,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,address,,,"""auto"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,useServiceChannel,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,serviceChannel,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,bitrate,,,6000000bps
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.mac1609_4,bitrate,unit,bps,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,syncOffset,,,0.0003s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.mac1609_4,syncOffset,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,txPower,,,20mW
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.mac1609_4,txPower,unit,mW,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,queueSize,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,dot11RTSThreshold,,,12000bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.mac1609_4,dot11RTSThreshold,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,dot11ShortRetryLimit,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,dot11LongRetryLimit,,,4
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,ackLength,,,112bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.mac1609_4,ackLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,useAcks,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,frameErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.mac1609_4,ackErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic,typename,,,"""org.car2x.veins.modules.nic.Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic,connectionManagerName,,,"""connectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,notAffectedByHostState,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,x,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,y,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,z,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,xOrientation,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,yOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,zOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,hostPositionOffset,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].veinsmobility,hostPositionOffset,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,setHostSpeed,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,accidentCount,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,accidentStart,,,44.3993s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].veinsmobility,accidentStart,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,accidentDuration,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].veinsmobility,accidentDuration,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].veinsmobility,accidentInterval,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].veinsmobility,accidentInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3],typename,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3],applType,,,"""TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3],nicType,,,"""Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3],veinsmobilityType,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,sendBeacons,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,beaconLengthBits,,,256bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].appl,beaconLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,beaconUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,beaconInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].appl,beaconInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,dataLengthBits,,,1024bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].appl,dataLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,dataOnSch,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,dataUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,avoidBeaconSynchronization,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,sendWSA,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,wsaLengthBits,,,250bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].appl,wsaLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].appl,wsaInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].appl,wsaInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,typename,,,"""org.car2x.veins.modules.phy.PhyLayer80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,recordStats,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,usePropagationDelay,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,noiseFloor,,,-98dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,noiseFloor,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,useNoiseFloor,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,antenna,,,"<Antenna type=""SampledAntenna1D"" id=""monopole"">...</Antenna> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//antenna.xml:35"
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,antennaOffsetX,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,antennaOffsetX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,antennaOffsetY,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,antennaOffsetY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,antennaOffsetZ,,,1.895m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,antennaOffsetZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,antennaOffsetYaw,,,0rad
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,antennaOffsetYaw,unit,rad,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,analogueModels,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,decider,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,minPowerLevel,,,-110dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,minPowerLevel,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,timeRXToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,timeRXToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,timeRXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,timeRXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,timeTXToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,timeTXToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,timeTXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,timeTXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,timeSleepToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,timeSleepToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,timeSleepToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,timeSleepToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,initialRadioState,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,radioMinAtt,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,radioMaxAtt,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,nbRadioChannels,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,initialRadioChannel,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,ccaThreshold,,,-65dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.phy80211p,ccaThreshold,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,collectCollisionStatistics,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.phy80211p,allowTxDuringRx,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,typename,,,"""org.car2x.veins.modules.mac.ieee80211p.Mac1609_4"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,notAffectedByHostState,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,headerLength,,,0bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.mac1609_4,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,address,,,"""auto"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,useServiceChannel,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,serviceChannel,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,bitrate,,,6000000bps
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.mac1609_4,bitrate,unit,bps,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,syncOffset,,,0.0003s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.mac1609_4,syncOffset,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,txPower,,,20mW
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.mac1609_4,txPower,unit,mW,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,queueSize,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,dot11RTSThreshold,,,12000bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.mac1609_4,dot11RTSThreshold,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,dot11ShortRetryLimit,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,dot11LongRetryLimit,,,4
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,ackLength,,,112bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].nic.mac1609_4,ackLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,useAcks,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,frameErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic.mac1609_4,ackErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic,typename,,,"""org.car2x.veins.modules.nic.Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].nic,connectionManagerName,,,"""connectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,notAffectedByHostState,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,x,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,y,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,z,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,xOrientation,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,yOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,zOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,hostPositionOffset,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].veinsmobility,hostPositionOffset,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,setHostSpeed,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,accidentCount,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,accidentStart,,,42.7096s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].veinsmobility,accidentStart,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,accidentDuration,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].veinsmobility,accidentDuration,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0].veinsmobility,accidentInterval,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[0].veinsmobility,accidentInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[0],typename,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0],applType,,,"""TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0],nicType,,,"""Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[0],veinsmobilityType,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,sendBeacons,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,beaconLengthBits,,,256bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].appl,beaconLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,beaconUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,beaconInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].appl,beaconInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,dataLengthBits,,,1024bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].appl,dataLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,dataOnSch,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,dataUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,avoidBeaconSynchronization,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,sendWSA,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,wsaLengthBits,,,250bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].appl,wsaLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].appl,wsaInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].appl,wsaInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,typename,,,"""org.car2x.veins.modules.phy.PhyLayer80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,recordStats,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,usePropagationDelay,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,noiseFloor,,,-98dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,noiseFloor,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,useNoiseFloor,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,antenna,,,"<Antenna type=""SampledAntenna1D"" id=""monopole"">...</Antenna> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//antenna.xml:35"
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,antennaOffsetX,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,antennaOffsetX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,antennaOffsetY,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,antennaOffsetY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,antennaOffsetZ,,,1.895m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,antennaOffsetZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,antennaOffsetYaw,,,0rad
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,antennaOffsetYaw,unit,rad,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,analogueModels,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,decider,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,minPowerLevel,,,-110dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,minPowerLevel,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,timeRXToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,timeRXToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,timeRXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,timeRXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,timeTXToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,timeTXToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,timeTXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,timeTXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,timeSleepToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,timeSleepToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,timeSleepToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,timeSleepToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,initialRadioState,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,radioMinAtt,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,radioMaxAtt,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,nbRadioChannels,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,initialRadioChannel,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,ccaThreshold,,,-65dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.phy80211p,ccaThreshold,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,collectCollisionStatistics,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.phy80211p,allowTxDuringRx,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,typename,,,"""org.car2x.veins.modules.mac.ieee80211p.Mac1609_4"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,notAffectedByHostState,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,headerLength,,,0bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.mac1609_4,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,address,,,"""auto"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,useServiceChannel,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,serviceChannel,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,bitrate,,,6000000bps
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.mac1609_4,bitrate,unit,bps,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,syncOffset,,,0.0003s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.mac1609_4,syncOffset,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,txPower,,,20mW
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.mac1609_4,txPower,unit,mW,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,queueSize,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,dot11RTSThreshold,,,12000bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.mac1609_4,dot11RTSThreshold,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,dot11ShortRetryLimit,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,dot11LongRetryLimit,,,4
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,ackLength,,,112bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].nic.mac1609_4,ackLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,useAcks,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,frameErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic.mac1609_4,ackErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic,typename,,,"""org.car2x.veins.modules.nic.Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].nic,connectionManagerName,,,"""connectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,notAffectedByHostState,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,x,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,y,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,z,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,xOrientation,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,yOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,zOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,hostPositionOffset,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].veinsmobility,hostPositionOffset,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,setHostSpeed,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,accidentCount,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,accidentStart,,,38.926s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].veinsmobility,accidentStart,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,accidentDuration,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].veinsmobility,accidentDuration,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1].veinsmobility,accidentInterval,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[1].veinsmobility,accidentInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[1],typename,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1],applType,,,"""TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1],nicType,,,"""Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[1],veinsmobilityType,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[2].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemo11p"""
