run,type,module,name,attrname,attrvalue,value
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,sentAcks:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,sentAcks:count,source,org_car2x_veins_modules_mac_sigSentAck,
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].nic.mac1609_4,sentPackets:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,sentPackets:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,sentPackets:count,source,org_car2x_veins_modules_mac_sigSentPacket,
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].nic.mac1609_4,collisions:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,collisions:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,collisions:count,source,org_car2x_veins_modules_mac_sigCollision,
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].nic.mac1609_4,channelBusy:timeavg,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,channelBusy:timeavg,recordingmode,timeavg,
General-0-20250406-10:23:51-5078,attr,Manhattan.node[4].nic.mac1609_4,channelBusy:timeavg,source,org_car2x_veins_modules_mac_sigChannelBusy,
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,startTime,,,2
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,totalTime,,,158
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,stopTime,,,161
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,minSpeed,,,1.3205505888676
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,maxSpeed,,,12.242963222453
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,totalDistance,,,1498.3401415377
General-0-20250406-10:23:51-5078,scalar,Manhattan.node[4].veinsmobility,totalCO2Emission,,,498.73856853723
General-0-20250406-10:23:51-5078,scalar,Manhattan.manager,roiArea,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].appl,generatedWSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].appl,receivedWSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].appl,generatedBSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].appl,receivedBSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].appl,generatedWSAs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].appl,receivedWSAs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.phy80211p,busyTime,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,ReceivedBroadcasts,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,SentPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,SentAcknowledgements,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,RetriesExceeded,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,SNIRLostPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,RXTXLostPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,TotalLostPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,DroppedPacketsInMac,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,TooLittleTime,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,TimesIntoBackoff,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,SlotsBackoff,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,NumInternalContention,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,totalBusyTime,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,retriesExceeded:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,retriesExceeded:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,retriesExceeded:count,source,org_car2x_veins_modules_mac_sigRetriesExceeded,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,sentAcks:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,sentAcks:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,sentAcks:count,source,org_car2x_veins_modules_mac_sigSentAck,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,sentPackets:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,sentPackets:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,sentPackets:count,source,org_car2x_veins_modules_mac_sigSentPacket,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,collisions:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,collisions:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,collisions:count,source,org_car2x_veins_modules_mac_sigCollision,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[0].nic.mac1609_4,channelBusy:timeavg,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,channelBusy:timeavg,recordingmode,timeavg,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[0].nic.mac1609_4,channelBusy:timeavg,source,org_car2x_veins_modules_mac_sigChannelBusy,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].appl,generatedWSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].appl,receivedWSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].appl,generatedBSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].appl,receivedBSMs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].appl,generatedWSAs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].appl,receivedWSAs,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.phy80211p,busyTime,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,ReceivedUnicastPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,ReceivedBroadcasts,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,SentPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,SentAcknowledgements,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,RetriesExceeded,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,SNIRLostPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,RXTXLostPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,TotalLostPackets,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,DroppedPacketsInMac,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,TooLittleTime,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,TimesIntoBackoff,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,SlotsBackoff,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,NumInternalContention,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,totalBusyTime,,,0
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,retriesExceeded:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,retriesExceeded:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,retriesExceeded:count,source,org_car2x_veins_modules_mac_sigRetriesExceeded,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,sentAcks:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,sentAcks:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,sentAcks:count,source,org_car2x_veins_modules_mac_sigSentAck,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,sentPackets:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,sentPackets:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,sentPackets:count,source,org_car2x_veins_modules_mac_sigSentPacket,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,collisions:count,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,collisions:count,recordingmode,count,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,collisions:count,source,org_car2x_veins_modules_mac_sigCollision,
General-0-20250406-10:23:51-5078,scalar,Manhattan.rsu[1].nic.mac1609_4,channelBusy:timeavg,,,0
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,channelBusy:timeavg,recordingmode,timeavg,
General-0-20250406-10:23:51-5078,attr,Manhattan.rsu[1].nic.mac1609_4,channelBusy:timeavg,source,org_car2x_veins_modules_mac_sigChannelBusy,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,sendBeacons,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,beaconLengthBits,,,256bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].appl,beaconLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,beaconUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,beaconInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].appl,beaconInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,dataLengthBits,,,1024bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].appl,dataLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,dataOnSch,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,dataUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,avoidBeaconSynchronization,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,sendWSA,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,wsaLengthBits,,,250bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].appl,wsaLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].appl,wsaInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].appl,wsaInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,typename,,,"""org.car2x.veins.modules.phy.PhyLayer80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,recordStats,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,usePropagationDelay,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,noiseFloor,,,-98dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,noiseFloor,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,useNoiseFloor,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,antenna,,,"<Antenna type=""SampledAntenna1D"" id=""monopole"">...</Antenna> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//antenna.xml:35"
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,antennaOffsetX,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,antennaOffsetX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,antennaOffsetY,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,antennaOffsetY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,antennaOffsetZ,,,1.895m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,antennaOffsetZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,antennaOffsetYaw,,,0rad
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,antennaOffsetYaw,unit,rad,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,analogueModels,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,decider,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,minPowerLevel,,,-110dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,minPowerLevel,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,timeRXToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,timeRXToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,timeRXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,timeRXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,timeTXToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,timeTXToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,timeTXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,timeTXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,timeSleepToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,timeSleepToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,timeSleepToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,timeSleepToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,initialRadioState,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,radioMinAtt,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,radioMaxAtt,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,nbRadioChannels,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,initialRadioChannel,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,ccaThreshold,,,-65dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.phy80211p,ccaThreshold,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,collectCollisionStatistics,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.phy80211p,allowTxDuringRx,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,typename,,,"""org.car2x.veins.modules.mac.ieee80211p.Mac1609_4"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,notAffectedByHostState,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,headerLength,,,0bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.mac1609_4,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,address,,,"""auto"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,useServiceChannel,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,serviceChannel,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,bitrate,,,6000000bps
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.mac1609_4,bitrate,unit,bps,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,syncOffset,,,0.0003s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.mac1609_4,syncOffset,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,txPower,,,20mW
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.mac1609_4,txPower,unit,mW,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,queueSize,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,dot11RTSThreshold,,,12000bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.mac1609_4,dot11RTSThreshold,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,dot11ShortRetryLimit,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,dot11LongRetryLimit,,,4
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,ackLength,,,112bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].nic.mac1609_4,ackLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,useAcks,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,frameErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic.mac1609_4,ackErrorRate,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic,typename,,,"""org.car2x.veins.modules.nic.Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].nic,connectionManagerName,,,"""connectionManager"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,typename,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,notAffectedByHostState,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,x,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,y,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,z,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,xOrientation,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,yOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,zOrientation,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,hostPositionOffset,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].veinsmobility,hostPositionOffset,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,setHostSpeed,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,accidentCount,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,accidentStart,,,41.0472s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].veinsmobility,accidentStart,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,accidentDuration,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].veinsmobility,accidentDuration,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5].veinsmobility,accidentInterval,,,"uniform(30s, 60s)"
General-0-20250406-10:23:51-5078,attr,Manhattan.node[5].veinsmobility,accidentInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[5],typename,,,"""org.car2x.veins.nodes.Car"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5],applType,,,"""TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5],nicType,,,"""Nic80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[5],veinsmobilityType,,,"""org.car2x.veins.modules.mobility.traci.TraCIMobility"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,typename,,,"""org.car2x.veins.modules.application.traci.TraCIDemo11p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,headerLength,,,80bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].appl,headerLength,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,sendBeacons,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,beaconLengthBits,,,256bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].appl,beaconLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,beaconUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,beaconInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].appl,beaconInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,dataLengthBits,,,1024bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].appl,dataLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,dataOnSch,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,dataUserPriority,,,7
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,avoidBeaconSynchronization,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,sendWSA,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,wsaLengthBits,,,250bit
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].appl,wsaLengthBits,unit,bit,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].appl,wsaInterval,,,1s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].appl,wsaInterval,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,typename,,,"""org.car2x.veins.modules.phy.PhyLayer80211p"""
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,recordStats,,,false
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,usePropagationDelay,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,noiseFloor,,,-98dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,noiseFloor,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,useNoiseFloor,,,true
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,antenna,,,"<Antenna type=""SampledAntenna1D"" id=""monopole"">...</Antenna> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//antenna.xml:35"
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,antennaOffsetX,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,antennaOffsetX,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,antennaOffsetY,,,0m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,antennaOffsetY,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,antennaOffsetZ,,,1.895m
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,antennaOffsetZ,unit,m,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,antennaOffsetYaw,,,0rad
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,antennaOffsetYaw,unit,rad,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,analogueModels,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,decider,,,<root>...</root> at /home/athadebesh/Thesis/Object_Detection_V2X_Communication/Comm_V2X/simulations//config.xml:34
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,minPowerLevel,,,-110dBm
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,minPowerLevel,unit,dBm,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,timeRXToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,timeRXToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,timeRXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,timeRXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,timeTXToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,timeTXToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,timeTXToSleep,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,timeTXToSleep,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,timeSleepToRX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,timeSleepToRX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,timeSleepToTX,,,0s
General-0-20250406-10:23:51-5078,attr,Manhattan.node[3].nic.phy80211p,timeSleepToTX,unit,s,
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,initialRadioState,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,radioMinAtt,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,radioMaxAtt,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,nbRadioChannels,,,1
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,initialRadioChannel,,,0
General-0-20250406-10:23:51-5078,param,Manhattan.node[3].nic.phy80211p,ccaThreshold,,,-65dBm
